#{"t_start": 1789506487.6389449, "env_id": "None"}
r,l,t,is_success,collision,timeout,path_length,start_dist
-10.291179,300,3.642473,False,False,True,8.509836323520922,4.298808752069021
-26.657981,300,4.02384,False,False,True,7.747994707245997,2.9919539772345782
-26.027756,300,4.386149,False,False,True,15.352258052839286,2.666269696561588
-34.79436,87,4.492888,False,True,False,3.662876670896591,5.207746696687315
-18.422262,300,4.891146,False,False,True,7.275779858005808,7.324619851006644
-23.139108,300,5.285856,False,False,True,7.972722618065339,4.407890273843532
-23.624632,29,5.321162,False,True,False,1.09490740613155,3.2586937138088827
-24.099252,92,5.444033,False,True,False,5.23026584343295,1.9751241244875566
-32.806575,300,5.83304,False,False,True,7.5880342780064325,3.774156856334268
-37.468571,169,6.053684,False,True,False,6.420974787892026,4.71479110425098
-27.378659,31,6.093487,False,True,False,1.4987890967249713,5.816987111123007
-35.55421,78,6.20015,False,True,False,3.2473630558014683,4.819689331617417
-22.882846,300,6.559328,False,False,True,8.652171191674283,2.155220024240893
-24.801763,300,6.923334,False,False,True,9.207890196841644,3.744843251224418
-23.188338,98,7.043359,False,True,False,3.898898820287466,4.24065244658835
-32.528249,210,7.297871,False,True,False,8.218184091211208,2.8771635320991162
-27.816635,222,7.571294,False,True,False,10.658966585898476,3.644192252002687
-38.44138,228,7.851802,False,True,False,9.08332652541444,6.331221213691174
-37.146122,92,7.967045,False,True,False,2.8111232717700267,5.0870020901044
-29.519168,300,8.342689,False,False,True,6.325323682990804,2.2542976628499347
-18.5514,300,8.730794,False,False,True,11.768409737221607,2.9152989833402745
-33.552041,68,8.816247,False,True,False,2.4136930017088902,2.9775807465773525
-33.843161,100,8.941564,False,True,False,2.9285314623711174,3.6194793006249553
-32.070685,245,9.248919,False,True,False,6.5905222210264105,6.375050201433089
-24.782638,300,11.033509,False,False,True,11.650645597249131,3.4906414655973403
-25.247026,300,14.996865,False,False,True,7.909283154332052,2.859400311937657
-26.285579,114,16.430187,False,True,False,3.9580014740026987,3.0483575959800713
-38.823303,216,19.287264,False,True,False,8.143864908719966,6.027656440366054
-27.784259,37,19.775017,False,True,False,1.9771119235792867,1.8787819113382616
-49.372478,202,22.622831,False,True,False,9.899250667639423,2.936179506281871
-19.493253,300,26.752204,False,False,True,15.29076064394577,2.9936012753504366
-27.999953,300,30.832881,False,False,True,10.48100032369234,1.783051883892338
-20.913416,300,34.897461,False,False,True,9.836054396810887,7.391265795016044
-36.323655,70,35.847609,False,True,False,3.5271709667465037,4.903280981386585
-17.994738,300,39.786928,False,False,True,11.497537570553206,4.123288593653668
-24.366084,78,40.86205,False,True,False,2.9699107147669443,1.9685624736927
-19.255947,117,42.436658,False,True,False,5.8424888946942195,3.4493574119069637
-12.019328,300,46.467758,False,False,True,10.270644790484601,3.213766723154658
-21.135925,25,46.787376,False,True,False,1.2030117471240571,2.104920613699374
-21.659551,149,48.806644,False,True,False,6.4328884172805365,3.8802195507445685
-23.23654,300,52.837318,False,False,True,10.467080159259803,4.993227533086187
-20.45699,196,55.395144,False,True,False,6.601557413514989,6.068827573672915
-42.66338,300,59.39817,False,True,False,14.055859717016581,3.7362842685961364
-20.551196,300,63.370706,False,False,True,13.458760968419863,1.623206219986403
21.087187,201,66.047618,True,False,False,6.406687454021746,3.205001514697821
-16.27944,100,67.351583,False,True,False,4.49995983088915,3.8794931287178636
-27.778977,146,69.2936,False,True,False,8.63145351256897,5.491039207010068
26.698769,77,70.350029,True,False,False,3.415888098363379,2.52994564437293
-31.008043,136,72.128548,False,True,False,6.528045836859181,3.0549662413350696
-24.713097,300,76.204261,False,False,True,12.264365779851943,3.903592028359328
-27.338101,300,97.979191,False,False,True,10.814675977966573,1.7280374800797451
-36.764236,300,102.025333,False,False,True,16.233290756233306,2.8503857301289606
-18.716143,300,105.93385,False,False,True,10.670120404175968,3.010154205994582
-15.110052,300,109.947231,False,False,True,16.259733437423257,5.348195503476167
-9.827999,300,113.905351,False,False,True,10.493746603625118,6.408453336106973
-22.259293,300,117.838127,False,False,True,11.808169355973336,2.908454626443863
-11.078541,300,121.936351,False,False,True,14.02614557060018,4.648424884488774
18.665239,202,124.645709,True,False,False,7.576624760006785,2.891623217918084
-43.879503,300,128.684168,False,False,True,11.135097961695774,2.9211494048212545
-24.524879,300,132.82197,False,False,True,12.404013154719705,5.363815602569521
26.249682,225,135.8306,True,False,False,10.498701217262775,5.009040250503539
-30.517675,300,139.958724,False,False,True,11.607830024003945,2.3354420727096423
-29.449937,300,143.992535,False,False,True,14.149007568516042,2.5331335973032476
-8.761676,300,147.943022,False,False,True,12.7806532112181,4.056694276639377
-31.100844,300,152.278762,False,False,True,10.585635671481649,6.133682517472747
-26.855071,300,156.644318,False,False,True,9.072721244589793,2.4693558372742754
-22.208152,51,157.347724,False,True,False,2.309779298825537,3.1047682123221914
-41.075391,289,161.248134,False,True,False,8.88068094262032,5.464014162126247
-21.078968,300,165.255111,False,False,True,11.364632829597287,3.5266965346810535
-14.97787,29,165.644287,False,True,False,1.6270243823349924,2.7027724045681887
-16.758658,300,169.581758,False,False,True,10.14466036669825,3.1951206244464627
-31.399042,300,173.608585,False,False,True,8.91947870689226,2.6532068432507447
-45.106561,271,177.209824,False,True,False,11.089641072827481,4.03330746696794
-19.339674,300,181.21771,False,False,True,15.65569853746966,3.652563811301746
-24.712834,300,185.387234,False,False,True,9.830429943313387,2.699954087441669
20.991082,79,186.509792,True,False,False,3.387885627943654,1.5608741822539798
-19.987502,300,190.605068,False,False,True,10.302322361545441,3.873251564402054
-22.325643,300,194.633815,False,False,True,7.3887354105755225,4.05718218950496
-23.204003,300,198.670556,False,False,True,9.380496890524185,2.350187696448255
-15.41301,300,202.692355,False,False,True,12.919350512728263,3.4801201841695524
2.612789,287,206.600632,True,False,False,15.080725790226113,1.8294018021564311
-19.987292,300,210.492406,False,False,True,10.915869093022966,4.902474911663452
16.562079,258,213.93181,True,False,False,9.138190124366435,3.140892223237327
-20.662319,93,215.258668,False,True,False,3.416955977740522,4.243271769320443
-11.501771,134,217.042607,False,True,False,8.192404428499964,4.883223618104421
-0.570811,300,221.043183,False,False,True,10.708667151071783,5.290980474471023
22.706091,57,221.797147,True,False,False,1.97999474478684,1.509732162497896
-21.902071,166,224.069381,False,True,False,9.090441345388454,3.336419880128902
26.37448,239,227.419899,True,False,False,14.526444178707283,4.883698644772136
-15.273076,300,243.445186,False,False,True,11.250979104913835,3.747475227308112
-20.681553,38,243.945705,False,True,False,1.4586715361604712,2.6367054338430402
-14.663886,300,248.009657,False,False,True,9.384537873321614,3.356587452791093
-18.727086,80,249.124758,False,True,False,4.371047768076264,5.381599444307825
30.289669,158,251.228907,True,False,False,5.098518142536545,4.2145117056339885
-10.603863,156,253.335042,False,True,False,9.84194438560291,5.361287063416202
-20.990788,142,255.273781,False,True,False,6.688845323561096,7.67146594432299
-7.213012,73,256.22908,False,True,False,4.425313115765809,4.9770400451371675
20.770356,214,259.08918,True,False,False,9.591028996573298,3.3046393825619504
25.30208,142,260.997244,True,False,False,9.629937551133546,3.1109410818180425
-19.227808,147,263.016884,False,True,False,7.838212476894545,3.063698373244053
-11.548415,300,267.087411,False,False,True,15.973086601088816,3.5731624987719717
22.539266,274,270.831506,True,False,False,11.881445082034599,4.3802354923998985
-20.812243,300,274.923123,False,False,True,11.731017341968835,5.603036400942556
19.938077,110,276.361953,True,False,False,3.4363043793454775,1.7044622331052146
32.01861,182,278.846053,True,False,False,8.459913820662365,5.276945797312728
24.977066,127,280.503338,True,False,False,6.870283214698234,3.480689589621532
27.256089,22,280.776345,True,False,False,1.894584489843792,1.8858126833331958
29.156579,51,281.494242,True,False,False,3.2403089619379832,2.5938383972512113
-44.722303,261,285.009337,False,True,False,9.727925892792213,2.1552546882844363
30.165133,295,288.983637,True,False,False,11.11934244623802,6.0752777635674216
-23.221923,88,290.142136,False,True,False,4.641029671690208,3.227284559864568
-17.380979,300,294.150274,False,False,True,9.80232974962349,4.644148780463017
27.091702,135,295.980043,True,False,False,9.058147990123466,3.3531783500356553
37.306617,156,298.131216,True,False,False,9.631137147152543,5.563989975590472
-13.533595,235,301.333897,False,True,False,11.626816453571525,6.309297378956475
-25.707979,198,304.079149,False,True,False,6.852492664367417,4.864840596388894
31.497939,68,305.005708,True,False,False,3.747489032020233,3.243975806410531
2.646776,300,308.952692,False,False,True,11.545339313394589,5.0624681169441095
25.671975,250,312.326595,True,False,False,16.155669156688806,4.7155928396388385
-22.440395,49,312.989361,False,True,False,1.8530747581321454,1.6117994083650022
25.796518,36,313.496334,True,False,False,1.8498731144659055,1.7820182007939582
-17.847519,152,315.581026,False,True,False,7.47682247126275,6.250731279776174
22.997063,101,316.918248,True,False,False,7.118676491263426,2.157129909663332
27.396016,45,317.478529,True,False,False,2.8425528177493407,2.26240925401408
25.500478,190,320.069344,True,False,False,6.364335617047148,4.367860253312764
4.57281,300,324.163199,False,False,True,11.942787895863319,5.454731094676819
27.799885,82,325.287168,True,False,False,5.0244129716803645,2.69541774165956
-11.931706,172,327.577725,False,True,False,10.814720580603153,5.250543298985679
-15.789263,20,327.85206,False,True,False,1.4425028358184495,5.9359940710657195
31.581786,281,331.845191,True,False,False,12.13061669862584,6.250451150825252
26.136757,83,333.282519,True,False,False,4.517408424928348,2.5175649811916743
36.518519,161,335.870568,True,False,False,7.409302203886519,5.3721475860154095
-19.13763,30,336.277029,False,True,False,1.6568076234910594,5.055190425956843
26.327318,59,337.013637,True,False,False,3.5907794523023466,2.1223705439003973
28.284078,31,337.423801,True,False,False,2.5023970991299493,2.2276003432603444
14.789896,224,340.382919,True,False,False,11.444804548555135,2.250341866113261
38.521721,172,342.768897,True,False,False,9.923346510750576,5.825558416436412
34.762988,75,343.763586,True,False,False,5.4723850913901915,4.053019693151396
-18.990069,42,344.330843,False,True,False,1.8735233803800215,1.810210904950603
-16.018872,79,345.388019,False,True,False,4.052045000513323,3.7959378152546805
30.469304,127,347.116011,True,False,False,7.926229618205721,4.153158068363518
-14.488331,44,347.696652,False,True,False,2.3422547665732267,5.4362084508844095
42.080925,170,349.985449,True,False,False,8.296474738525344,6.19211328369777
10.9919,300,354.017222,False,False,True,13.02318319252436,6.769327477817377
-17.836134,68,354.882518,False,True,False,3.456132858198126,2.845691167802228
-18.02509,124,356.513533,False,True,False,4.38051144166814,6.733239923258799
27.21808,216,359.355268,True,False,False,7.72883481032725,5.074373012558137
