#{"t_start": 1789504209.485163, "env_id": "None"}
r,l,t,is_success,collision,timeout,path_length,start_dist
-26.174796,21,2.426307,False,True,False,1.4386407397352918,7.571680769127
-20.607085,32,2.685032,False,True,False,2.0264854893678272,1.9662809714910798
-31.652825,81,3.303119,False,True,False,4.963461106814854,5.52247331547386
-31.332392,234,5.156921,False,True,False,13.640045978825949,4.923519138177152
-30.783334,300,9.805182,False,False,True,18.5024338100012,1.8513785203728204
-45.733424,264,11.819279,False,True,False,16.108790044180022,2.2077088196557564
-22.162962,300,16.186827,False,False,True,18.085686962397777,1.922585601339538
-10.098629,300,27.39232,False,False,True,18.025980329290313,5.4960255918289125
-11.115604,300,31.657809,False,False,True,18.675563870456884,3.7155675142554103
-21.625951,300,35.920717,False,False,True,18.371540085507743,4.054622088654238
-27.41256,300,38.182899,False,False,True,17.874741783533544,3.5931586670210844
13.417767,214,49.350793,True,False,False,14.122135891565282,2.306200649414331
24.300286,121,50.280676,True,False,False,7.861506551862405,2.82130558709553
-18.144194,56,50.72345,False,True,False,3.7069342889740566,3.676398833337146
30.726859,97,51.466711,True,False,False,6.831467409359071,3.6834747436982367
26.811438,233,55.31975,True,False,False,14.37324184506057,5.089720177586081
24.977894,159,56.553945,True,False,False,11.219917823046918,3.5374452442698376
14.550137,224,58.294339,True,False,False,14.301492107606665,2.8188615720304186
30.579447,148,61.548401,True,False,False,9.657434550662257,4.384059182439563
-16.033385,74,65.631963,False,True,False,4.6512234816312565,2.925444736812128
-18.188531,38,65.926511,False,True,False,2.6302050181011216,2.5595280900602337
33.445186,223,67.625838,True,False,False,15.344409969425215,6.466551706482257
22.213988,116,70.587581,True,False,False,7.349622084230629,2.982754786458538
22.204059,54,71.001728,True,False,False,3.4261669618395434,1.7178644399624483
23.007917,92,71.715652,True,False,False,5.5510749657695095,2.1863365430174984
26.405976,77,72.311631,True,False,False,4.973910309205055,2.5789430495123487
-14.60076,25,72.502257,False,True,False,1.9196131060819526,3.208017973375393
36.244135,115,73.387162,True,False,False,7.842389835950672,4.822505727515861
-16.314312,61,73.86157,False,True,False,4.173600806331017,2.549104923619748
-6.848754,121,77.032342,False,True,False,9.265027421150181,6.116177323082275
31.510927,57,77.474588,True,False,False,4.27019145853336,3.1918823946721564
-23.863224,72,78.034898,False,True,False,4.558702978344483,3.837433350187073
33.44454,158,79.280708,True,False,False,10.86340280607875,5.032201883228579
23.33825,103,82.100517,True,False,False,6.506441483336419,2.883419530605357
-10.157182,36,82.387469,False,True,False,3.1766510113997017,6.502533810339301
36.711916,81,85.163373,True,False,False,6.163879839959242,4.44746011590727
34.074014,104,85.982177,True,False,False,7.53902202577192,4.301245782018738
36.495151,164,87.284078,True,False,False,11.69463487129733,6.037746888868565
42.093173,203,91.069642,True,False,False,14.28325790959563,7.231183874699903
31.08986,100,91.863533,True,False,False,7.0463679431517585,3.6803726387663303
25.552372,41,92.187751,True,False,False,3.2082008631282353,2.0442620530985263
-5.419543,46,92.547908,False,True,False,4.185273739790182,5.0775494847458384
36.613678,72,93.113724,True,False,False,5.744698536534747,4.442525970691626
43.943989,133,94.173816,True,False,False,9.842360367363126,6.522191907840658
30.924909,59,94.64167,True,False,False,4.5267098292705255,3.0928179003296967
41.012716,99,97.520114,True,False,False,7.430495132805062,5.471149917183962
33.965219,63,99.62194,True,False,False,5.05311179633168,3.6822668119006536
35.697429,85,100.286268,True,False,False,6.667238384959204,4.788447596093593
41.436121,112,101.170809,True,False,False,9.211070138527834,5.9554207761351865
-18.452837,41,101.492661,False,True,False,2.899140850658756,2.382109968127089
31.343917,61,101.975373,True,False,False,4.652998798872394,3.310801716012948
25.359957,32,102.227606,True,False,False,2.448685224301122,1.7017737940567186
39.204583,100,105.310095,True,False,False,7.113606899554462,5.1777067347305925
39.160141,80,105.944123,True,False,False,6.256657443240638,4.930805438048511
32.06232,52,106.352794,True,False,False,4.165186149968646,3.1987396366995906
31.202881,74,106.950732,True,False,False,5.759534068245207,3.3606977464130128
36.979132,117,107.853591,True,False,False,8.37194236308587,5.187428939671598
36.158669,81,108.494185,True,False,False,6.238518545184454,4.317455973517146
-19.400773,7,108.553218,False,True,False,0.3827360813560625,2.1458088759830534
26.384255,38,108.856804,True,False,False,2.773398209725189,2.021614672335845
18.648505,99,111.862632,True,False,False,7.004232214762582,1.6169713597146145
33.973627,47,112.228011,True,False,False,3.8932292930118964,3.4571373194433637
35.785532,63,112.723366,True,False,False,5.017068105209415,4.012031998068412
28.643107,80,113.342283,True,False,False,5.64656286099971,3.0820880332214586
35.689802,61,115.529243,True,False,False,4.809196379480554,3.9934707766274604
44.31967,80,116.156551,True,False,False,6.628323105415901,5.748775488313944
38.519776,80,116.797239,True,False,False,6.484717340325526,4.766800804447415
32.3654,74,119.485644,True,False,False,5.696603538250424,3.5737402035111128
36.350659,48,119.864376,True,False,False,4.37372510044672,3.9162237128188098
28.01475,55,120.288178,True,False,False,4.103764892058516,2.512293521780817
27.591198,48,120.668141,True,False,False,3.5157713043328984,2.3637248691866795
38.939427,79,121.285376,True,False,False,6.214390641773368,4.848232841161186
30.367052,39,121.590127,True,False,False,3.0637769331402143,2.7923631263149393
42.087863,89,122.285265,True,False,False,7.486902860247064,5.552291143486666
-19.313322,5,122.323202,False,True,False,0.3632356919602872,2.4684647766034162
41.964591,66,122.830724,True,False,False,6.054406591332471,5.199443862634199
32.787571,91,125.776038,True,False,False,6.779691093089339,3.961866520985769
34.257155,51,126.164563,True,False,False,4.243705174838943,3.7169671116604097
38.727323,76,126.764055,True,False,False,6.341943721109921,4.782454844897874
33.314975,66,127.271969,True,False,False,5.331458257862702,3.6483245333423855
31.22877,52,127.67572,True,False,False,4.204256006502105,3.0341933150854734
35.427001,64,128.177129,True,False,False,5.091611999737819,3.9643237675307126
39.41145,74,128.768003,True,False,False,6.353422541958466,4.891554513502098
46.344454,93,131.73457,True,False,False,8.152296208378024,6.286228218454949
34.185462,51,133.531798,True,False,False,4.680899039602696,3.6237671641578793
42.783538,126,134.512547,True,False,False,9.351553244932855,6.205193773673776
36.916219,68,135.047451,True,False,False,5.484581233938623,4.368056161179557
-10.122996,57,135.494244,False,True,False,4.464247617277024,6.138027134375555
29.768274,25,135.693408,True,False,False,2.6714128242182396,2.3525110104957263
34.212157,69,136.228903,True,False,False,5.078956765141763,3.9099474996631853
42.08413,101,139.127101,True,False,False,8.163584810210548,5.68907322308189
28.591436,36,139.40853,True,False,False,3.0257818849971283,2.3777256678438583
26.38487,44,139.75263,True,False,False,3.1886371801470847,2.0390788078893456
43.192948,84,140.40691,True,False,False,7.745207027219508,5.659157048137935
-18.159791,25,140.598204,False,True,False,1.691511692909801,2.771027621809062
25.123412,22,140.773526,True,False,False,1.8943406833248635,1.7201439929748088
38.008952,67,141.301,True,False,False,5.54584843841275,4.486541801083917
31.065836,42,141.63215,True,False,False,3.3654030080746704,2.825614346248757
31.091139,34,141.895056,True,False,False,3.3087425449831174,2.76085924152705
43.840196,110,142.744883,True,False,False,9.177040076091949,6.209355489053816
29.130039,29,142.972968,True,False,False,2.67354606431468,2.322289410922321
30.566237,31,145.284459,True,False,False,2.857805828379217,2.7168351512022806
27.66163,30,145.511438,True,False,False,2.5932027204029318,2.049328097126931
40.448825,107,146.327348,True,False,False,8.388633895329393,5.485728871680852
41.652818,69,146.872093,True,False,False,6.374837447351936,5.216102924366046
32.882394,96,149.098058,True,False,False,7.256463555202489,4.15578248559352
