#{"t_start": 1789504208.6336358, "env_id": "None"}
r,l,t,is_success,collision,timeout,path_length,start_dist
-21.742684,83,2.00223,False,True,False,5.499924553027329,2.353065524553438
-25.952989,115,2.540546,False,True,False,7.515849291599259,3.1453989018364177
-29.064185,300,3.948981,False,False,True,18.137755647215755,4.942198699842343
-16.00092,300,10.300838,False,False,True,18.680193368654027,5.09875657643917
-33.167733,146,11.403306,False,True,False,8.607579688022396,3.5188027097455503
-27.1127,300,15.736529,False,False,True,17.580660693497375,4.765884777796845
-22.952114,300,29.172729,False,False,True,19.076910960641918,4.087546836985416
8.092013,248,31.054512,True,False,False,15.505648224718096,2.163000210875181
0.386768,300,35.342332,False,False,True,19.169256142257368,4.840276770228584
-8.19211,300,36.812795,False,False,True,19.023176852222306,4.96609906494225
16.780611,227,44.166214,True,False,False,13.9182519111358,3.1578529276954015
-18.372556,81,44.542944,False,True,False,5.21494672481599,4.109492375833325
-10.957881,93,44.979592,False,True,False,6.471020338715269,4.631364573610108
19.971399,193,45.893461,True,False,False,13.01502589203432,3.30534980150526
23.281596,225,49.125646,True,False,False,14.34757503437072,4.658416215367218
20.665593,218,50.79026,True,False,False,14.792981927697948,3.7169759222523773
34.643499,183,54.287232,True,False,False,12.096495942659706,5.589860348502247
27.788842,245,59.792284,True,False,False,15.302914937367548,5.413847189531378
26.202252,179,61.171871,True,False,False,12.695194685344514,4.291633144486675
27.340789,203,64.833017,True,False,False,13.24367133825761,5.193561714349954
24.587253,87,65.493424,True,False,False,6.2674759323628,2.3906388564796894
30.004425,136,66.538849,True,False,False,9.478902121506641,4.198374076781807
-22.012803,72,67.090481,False,True,False,4.134722088903056,3.0657633597042633
36.188501,139,70.195747,True,False,False,9.65051252655311,5.461611156281329
36.228427,116,71.080339,True,False,False,8.25255229552433,5.041549328287026
29.461926,30,71.313612,True,False,False,2.5922512123316728,2.4847557417536374
31.841057,280,76.048268,True,False,False,19.02978945174425,6.561627394853897
25.580808,63,78.780983,True,False,False,4.239666771808513,2.1572514936464513
30.713834,92,79.506854,True,False,False,6.523609780745494,3.5266643331411354
31.181754,57,79.952321,True,False,False,4.725345998633868,3.2310967230459573
40.432969,136,81.019849,True,False,False,9.517948976065817,5.926015299266308
37.855568,95,81.758621,True,False,False,7.160003892408756,4.873259206883862
-14.003642,27,81.963995,False,True,False,1.9486541622424323,6.706486878782775
24.821422,33,82.220322,True,False,False,2.334511721138989,1.575786616436163
33.916771,101,85.110885,True,False,False,7.434127818152893,4.211333000083806
36.934066,95,85.844756,True,False,False,7.7757209869422175,4.9536502389639105
37.211799,62,86.33504,True,False,False,4.861267413627146,4.332812835506607
37.753028,66,86.849566,True,False,False,5.33315321823829,4.37187926959568
35.420759,51,87.2449,True,False,False,4.717275879535926,3.724365128592946
40.998362,87,87.951739,True,False,False,7.524924907062238,5.371342911717264
-12.86841,27,88.163882,False,True,False,2.070248009671111,5.4382734276457745
30.936298,115,91.245707,True,False,False,7.8573531147682045,4.039533043911391
27.064239,51,94.032232,True,False,False,4.0697848082645045,2.456499938387061
25.499444,67,94.574593,True,False,False,4.507415726912312,2.236124951783676
28.628779,38,94.875422,True,False,False,3.049757658885152,2.3934177434398296
26.939561,105,95.708716,True,False,False,6.511357081670552,3.062483170126386
38.043086,49,96.085812,True,False,False,4.652843812897247,4.1633082532546455
-18.235147,15,96.204592,False,True,False,0.8443053584199491,1.8186799674513008
33.113965,59,96.666526,True,False,False,4.795239161895945,3.5107444157654766
43.036264,92,99.467358,True,False,False,7.136729610660501,5.808066514117424
35.544687,65,99.976838,True,False,False,5.46241904967867,4.049426566781159
41.065911,85,100.647062,True,False,False,6.991223926845175,5.3133596292421865
-18.364608,30,100.883775,False,True,False,1.8696497441772701,5.141480092813946
33.486494,68,101.417095,True,False,False,4.8434005867288015,3.688047368924903
-15.160112,23,101.601099,False,True,False,2.0003363830229093,3.309241623057635
47.166158,142,102.721694,True,False,False,10.801712627706822,7.276393725694939
33.007353,99,105.788966,True,False,False,6.773303968369904,3.9944554711020985
-0.887125,79,106.413266,False,True,False,6.410212898226425,6.220296820833644
39.253079,59,106.883877,True,False,False,5.413562798815173,4.507570834993029
37.68097,82,107.538636,True,False,False,6.658432738592335,4.5602205420688495
30.077799,34,107.810973,True,False,False,2.844349104991207,2.5291151236955547
31.218789,74,109.806125,True,False,False,5.223070796592567,3.636685810105837
40.267647,93,110.5516,True,False,False,7.4291764482623215,5.263449243914464
-20.081731,19,110.703833,False,True,False,1.0080739255428812,3.3373858984263283
32.422798,42,111.039397,True,False,False,3.596236755714036,3.146539077013437
-12.039381,46,113.612994,False,True,False,3.3363345876565083,7.986367585067118
-6.16123,61,114.090666,False,True,False,4.69696344316194,4.492710229103224
